pmid	publication_types	grant_id	grant_acronym	grant_country	grant_agency	us_gov_funding	other_funding	covid
35183232	D000078325:Clinical Trial Protocol; D016428:Journal Article					False	False	False
35184341	D016422:Letter					False	False	True
35184382	D016428:Journal Article					False	False	False
35184695	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35184944	D016428:Journal Article					False	False	False
35187518	D016428:Journal Article					False	False	True
35187695	D016428:Journal Article					False	False	False
35188017	D016428:Journal Article					False	False	False
35188021	D016428:Journal Article; D016454:Review					False	False	False
35188698	D016428:Journal Article					False	False	False
35188856	D016428:Journal Article					False	False	False
35189010	D016428:Journal Article; D017418:Meta-Analysis; D000078182:Systematic Review					False	False	False
35189132	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	T32 HD071866	HD	United States	NICHD NIH HHS	True	True	False
35189258	D016428:Journal Article					False	False	False
35189270	D016428:Journal Article					False	False	False
35189464	D016428:Journal Article					False	False	False
35190258	D016428:Journal Article					False	False	True
35190783	D016428:Journal Article					False	False	False
35190801	D016428:Journal Article					False	False	True
35191355	D016428:Journal Article					False	False	False
35191604	D016428:Journal Article					False	False	False
35191820	D016428:Journal Article					False	False	False
35192179	D016428:Journal Article					False	False	True
35192238	D016428:Journal Article					False	False	False
35192358	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	U54 AI150470	AI	United States	NIAID NIH HHS	True	False	False
35192562	D016421:Editorial; D016428:Journal Article					False	False	False
35192737	D016428:Journal Article					False	False	False
35192786	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35192821	D016428:Journal Article					False	False	False
35192892	D016428:Journal Article					False	False	False
35193047	D016428:Journal Article					False	False	False
35193669	D016428:Journal Article					False	False	False
35194860	D016428:Journal Article; D016454:Review					False	False	False
35194974	D002363:Case Reports					False	False	True
35194977	D016428:Journal Article					False	False	False
35196382	D016428:Journal Article	L40 DK129996	DK	United States	NIDDK NIH HHS	True	False	False
35196768	D002363:Case Reports; D016428:Journal Article					False	False	False
35196887	D016428:Journal Article; D016454:Review					False	False	False
35198464	D016428:Journal Article					False	False	False
35198842	D016428:Journal Article					False	False	False
35198967	D016428:Journal Article					False	False	False
35199098	D016428:Journal Article					False	False	False
35199546	D016454:Review					False	False	False
35202065	D016428:Journal Article					False	False	False
35202689	D016428:Journal Article					False	False	False
35202879	D016428:Journal Article					False	False	False
35203563	D016428:Journal Article; D016454:Review					False	False	False
35203674	D016428:Journal Article					False	False	False
35204685	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35205380	D016428:Journal Article; D016454:Review					False	False	False
35205401	D016428:Journal Article					False	False	False
35206082	D016428:Journal Article					False	False	False
35208889	D016428:Journal Article					False	False	False
35209973	D016428:Journal Article	001	WHO_	International	World Health Organization	False	True	False
35210363	D016428:Journal Article					False	False	False
35211828	D016428:Journal Article					False	False	False
35212003	D016428:Journal Article					False	False	False
35212491	D016428:Journal Article					False	False	False
35212556	D016428:Journal Article					False	False	False
35212612	D016428:Journal Article					False	False	False
35213059	D016428:Journal Article					False	False	False
35213526	D016428:Journal Article					False	False	False
35213742	D016428:Journal Article					False	False	False
35213988	D016428:Journal Article					False	False	False
35214303	D016428:Journal Article					False	False	False
35215176	D016428:Journal Article					False	False	False
35216946	D016428:Journal Article					False	False	False
35217125	D016428:Journal Article					False	False	False
35217126	D016428:Journal Article					False	False	False
35217271	D016428:Journal Article; D017418:Meta-Analysis; D016454:Review; D000078182:Systematic Review					False	False	False
35217371	D016428:Journal Article					False	False	True
35218052	D016428:Journal Article					False	False	False
35218176	D016428:Journal Article					False	False	False
35218404	D016428:Journal Article; D017418:Meta-Analysis; D016454:Review; D000078182:Systematic Review					False	False	False
35218710	D016428:Journal Article					False	False	False
35218882	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	False	False
35218884	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013486:Research Support, U.S. Gov't, Non-P.H.S.	R01 NS074644	NS	United States	NINDS NIH HHS	True	False	False
35219023	D016428:Journal Article					False	False	False
35219163	D016428:Journal Article					False	False	False
35219164	D016428:Journal Article					False	False	False
35219231	D016428:Journal Article; D016454:Review					False	False	False
35219414	D016428:Journal Article					False	False	False
35219721	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35219855	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 NS105804	NS	United States	NINDS NIH HHS	True	True	False
35220137	D016428:Journal Article					False	False	False
35220145	D016428:Journal Article					False	False	False
35220327	D016428:Journal Article					False	False	False
35220672	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35221115	D016428:Journal Article					False	False	False
35221703	D016428:Journal Article					False	False	False
35223662	D016428:Journal Article					False	False	False
35224306	D016428:Journal Article					False	False	False
35225120	D016428:Journal Article					False	False	False
35225122	D016428:Journal Article					False	False	False
35225288	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D059040:Video-Audio Media	P01 HL116264	HL	United States	NHLBI NIH HHS	True	False	False
35225373	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35226248	D016428:Journal Article					False	False	False
35226748	D016428:Journal Article					False	False	False
35227018	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
35227036	D016428:Journal Article					False	False	False
35227168	D016428:Journal Article; D016454:Review					False	False	False
35227229	D016428:Journal Article					False	False	False
35227496	D016428:Journal Article					False	False	False
35227769	D016428:Journal Article					False	False	False
35227826	D016428:Journal Article	K99 AA027806	AA	United States	NIAAA NIH HHS	True	False	False
35227950	D016428:Journal Article; D016454:Review					False	False	False
35228098	D016428:Journal Article					False	False	False
35228156	D016428:Journal Article					False	False	False
35228636	D016428:Journal Article					False	False	False
35228757	D016428:Journal Article; D016454:Review					False	False	False
35229164	D002363:Case Reports; D016428:Journal Article					False	False	False
35229710	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't		WT_	United Kingdom	Wellcome Trust	False	True	False
35230136	D016428:Journal Article					False	False	False
35230221	D016422:Letter					False	False	True
35231173	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
35231174	D016428:Journal Article					False	False	False
35231559	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35231591	D016428:Journal Article; D016454:Review					False	False	False
35232040	D016428:Journal Article					False	False	False
35232311	D016428:Journal Article					False	False	False
35232327	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35233339	D002363:Case Reports					False	False	False
35233639	D016428:Journal Article					False	False	False
35234172	D016428:Journal Article					False	False	False
35234201	D016428:Journal Article					False	False	False
35234322	D016428:Journal Article					False	False	False
35234992	D016428:Journal Article					False	False	False
35235094	D016428:Journal Article					False	False	False
35236203	D016428:Journal Article					False	False	False
35236759	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35236775	D016428:Journal Article					False	False	False
35236915	D016428:Journal Article					False	False	False
35238053	D016428:Journal Article					False	False	True
35238072	D016428:Journal Article; D016448:Multicenter Study					False	False	False
35238164	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35238477	D016428:Journal Article					False	False	False
35238494	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
35238768	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
35238769	D002363:Case Reports					False	False	False
35239622	D016428:Journal Article; D064888:Observational Study; D013485:Research Support, Non-U.S. Gov't					False	True	False
35240162	D016428:Journal Article					False	False	False
35240171	D016428:Journal Article					False	False	True
35240270	D016428:Journal Article					False	False	False
35240562	D016428:Journal Article					False	False	False
35240914	D016428:Journal Article; D016454:Review					False	False	False
35240927	D002363:Case Reports; D016428:Journal Article; D016454:Review					False	False	True
35240933	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
35240944	D016428:Journal Article; D016454:Review					False	False	False
35241297	D002363:Case Reports					False	False	False
35241329	D016422:Letter					False	False	False
35242315	D002363:Case Reports					False	False	False
35242986	D016428:Journal Article; D016454:Review					False	False	False
35243162	D002363:Case Reports					False	False	False
35243403	D016428:Journal Article					False	False	False
35243620	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
35243932	D016428:Journal Article; D016454:Review					False	False	False
35243934	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35243950	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35244505	D016428:Journal Article					False	False	False
35244516	D016428:Journal Article					False	False	False
35244521	D016428:Journal Article					False	False	False
35244884	D016428:Journal Article					False	False	False
35244891	D016428:Journal Article; D016454:Review					False	False	False
35245369	D016428:Journal Article					False	False	False
35245543	D016428:Journal Article					False	False	False
35245567	D016428:Journal Article					False	False	False
35245895	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
35246694	D016428:Journal Article					False	False	False
35246700	D016428:Journal Article; D000078182:Systematic Review					False	False	False
35246782	D016428:Journal Article					False	False	False
35246821	D016428:Journal Article					False	False	False
35247149	D016428:Journal Article					False	False	False
35247153	D016428:Journal Article; D016454:Review					False	False	False
35247234	D002363:Case Reports; D016422:Letter					False	False	False
35247279	D016428:Journal Article					False	False	False
35247280	D016428:Journal Article					False	False	False
35247369	D016428:Journal Article					False	False	False
35247372	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 HL096750	HL	United States	NHLBI NIH HHS	True	True	False
35248124	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	P30AG066506	AG	United States	NIA NIH HHS	True	False	False
35248410	D002363:Case Reports					False	False	True
35248526	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35248545	D016428:Journal Article					False	False	False
35248553	D016428:Journal Article; D016454:Review					False	False	False
35248601	D016428:Journal Article; D016454:Review					False	False	False
35248703	D016428:Journal Article					False	False	False
35249795	D002363:Case Reports					False	False	False
35250437	D016428:Journal Article					False	False	False
35250990	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35251325	D016428:Journal Article; D016454:Review					False	False	False
35251701	D016428:Journal Article					False	False	False
35251807	D002363:Case Reports					False	False	False
35252524	D002363:Case Reports					False	False	False
35252626	D002363:Case Reports					False	False	False
35253378	D017418:Meta-Analysis; D000078182:Systematic Review					False	False	False
35253510	D016428:Journal Article					False	False	False
35253556	D016428:Journal Article					False	False	False
35253622	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35254202	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35254219	D016428:Journal Article					False	False	True
35254428	D002363:Case Reports; D016428:Journal Article; D016454:Review	I01 BX004665	BX	United States	BLRD VA	True	False	False
35254665	D016428:Journal Article; D016448:Multicenter Study; D016449:Randomized Controlled Trial					False	False	False
35254962	D016428:Journal Article					False	False	False
35255239	D016428:Journal Article					False	False	False
35255287	D016428:Journal Article					False	False	False
35255301	D016428:Journal Article					False	False	False
35255304	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	True
35255449	D016428:Journal Article					False	False	False
35256332	D016428:Journal Article					False	False	False
35256373	D002363:Case Reports; D016428:Journal Article					False	False	False
35257202	D002363:Case Reports; D016428:Journal Article					False	False	False
35257468	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35257694	D016428:Journal Article					False	False	False
35257813	D016428:Journal Article					False	False	False
35257987	D016428:Journal Article					False	False	False
35258004	D016428:Journal Article					False	False	False
35258034	D016428:Journal Article					False	False	False
35258259	D016428:Journal Article					False	False	False
35258332	D016428:Journal Article; D052060:Research Support, N.I.H., Intramural	ZIA TR000306	ImNIH	United States	Intramural NIH HHS	True	False	False
35258756	D016421:Editorial					False	False	False
35259065	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35259353	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't					True	True	False
35259414	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 NS076517	NS	United States	NINDS NIH HHS	True	True	False
35259518	D016428:Journal Article					False	False	False
35259600	D016428:Journal Article					False	False	False
35259712	D016428:Journal Article					False	False	False
35259845	D016428:Journal Article					False	False	False
35259847	D016428:Journal Article					False	False	False
35259856	D016428:Journal Article					False	False	False
35260020	D016428:Journal Article					False	False	False
35260921	D016428:Journal Article					False	False	False
35261304	D016428:Journal Article					False	False	False
35261323	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35262411	D016428:Journal Article					False	False	False
35262467	D016428:Journal Article					False	False	False
35262472	D016428:Journal Article					False	False	False
35262642	D016428:Journal Article					False	False	False
3526298	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
35263451	D016428:Journal Article					False	False	False
35263519	D017428:Clinical Trial, Phase III; D003160:Comparative Study; D016428:Journal Article; D016449:Randomized Controlled Trial; D013485:Research Support, Non-U.S. Gov't					False	True	False
35263582	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 HL028785	HL	United States	NHLBI NIH HHS	True	True	False
35263942	D016422:Letter					False	False	False
35264286	D002363:Case Reports; D016428:Journal Article					False	False	False
35264450	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35266225	D016428:Journal Article					False	False	False
35266431	D016428:Journal Article					False	False	False
35266562	D016428:Journal Article					False	False	False
35269901	D016428:Journal Article; D016454:Review					False	False	False
35271698	D016428:Journal Article					False	False	False
35271909	D016428:Journal Article					False	False	False
35271948	D016428:Journal Article					False	False	False
35272006	D016428:Journal Article					False	False	False
35272023	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review					True	True	False
35272045	D016428:Journal Article					False	False	False
35272143	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35272573	D016428:Journal Article					False	False	False
35272874	D016428:Journal Article					False	False	False
35274336	D016428:Journal Article					False	False	False
35275222	D016422:Letter; D016420:Comment					False	False	False
35275223	D016422:Letter; D016420:Comment					False	False	False
35275317	D016428:Journal Article					False	False	True
35275325	D016425:Published Erratum					False	False	False
35275912	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35276290	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	S10 OD010669	OD	United States	NIH HHS	True	True	False
35276385	D016428:Journal Article					False	False	True
35276541	D016428:Journal Article					False	False	False
35276572	D016428:Journal Article; D016449:Randomized Controlled Trial; D013485:Research Support, Non-U.S. Gov't					False	True	False
35277093	D016428:Journal Article					False	False	False
35277106	D016428:Journal Article					False	False	False
35277116	D016428:Journal Article					False	False	False
35277793	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35277883	D016421:Editorial					False	False	False
35278017	D016428:Journal Article					False	False	False
35278044	D016428:Journal Article					False	False	False
35278051	D016428:Journal Article					False	False	False
35278170	D016430:Clinical Trial; D016428:Journal Article					False	False	False
35278557	D016428:Journal Article					False	False	False
35278568	D016428:Journal Article					False	False	False
35278658	D016428:Journal Article					False	False	False
35278749	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35278841	D016428:Journal Article					False	False	False
35279428	D016428:Journal Article					False	False	False
35279491	D016428:Journal Article					False	False	False
35279524	D016428:Journal Article					False	False	False
35280179	D016428:Journal Article					False	False	False
35280925	D016428:Journal Article	R01 HL148796	HL	United States	NHLBI NIH HHS	True	False	False
35280934	D016428:Journal Article; D016454:Review					False	False	True
35281325	D002363:Case Reports					False	False	False
35282950	D016428:Journal Article; D016454:Review					False	False	False
35283082	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
35283119	D016428:Journal Article					False	False	False
35283326	D016428:Journal Article; D016454:Review; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R33 NS106078	NS	United States	NINDS NIH HHS	True	True	False
35284657	D016428:Journal Article					False	False	True
35285358	D016428:Journal Article					False	False	False
35285384	D016428:Journal Article					False	False	False
35285488	D016428:Journal Article; D016454:Review					False	False	False
35285546	D002363:Case Reports					False	False	False
35285700	D016428:Journal Article; D052060:Research Support, N.I.H., Intramural					True	False	False
35286772	D016428:Journal Article					False	False	False
35286898	D016428:Journal Article					False	False	False
35286933	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35287019	D016428:Journal Article; D016454:Review					False	False	False
35287823	D016428:Journal Article					False	False	False
35288304	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D052061:Research Support, N.I.H., Extramural	R01 NS051445	NS	United States	NINDS NIH HHS	True	True	False
35288456	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	F31 HL143905	HL	United States	NHLBI NIH HHS	True	True	False
35288788	D002363:Case Reports; D016422:Letter; D016454:Review					False	False	False
35289233	D016428:Journal Article					False	False	False
35289455	D016428:Journal Article					False	False	False
35290241	D016428:Journal Article					False	False	False
35290255	D016428:Journal Article; D016454:Review					False	False	False
35290608	D016428:Journal Article; D016454:Review					False	False	False
35290611	D016428:Journal Article					False	False	False
35290792	D016428:Journal Article					False	False	False
35290880	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35290986	D016428:Journal Article; D016420:Comment					False	False	False
35291547	D016428:Journal Article; D016454:Review					False	False	False
35292166	D016428:Journal Article					False	False	False
35292256	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
35292330	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
35292331	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35292370	D016428:Journal Article					False	False	False
35292437	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35292552	D002363:Case Reports; D016428:Journal Article					False	False	True
35292596	D016428:Journal Article					False	False	False
35292610	D016428:Journal Article					False	False	False
35293078	D016428:Journal Article; D016454:Review					False	False	False
35293153	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
35293560	D016428:Journal Article					False	False	False
35293639	D016428:Journal Article					False	False	False
35293977	D016428:Journal Article; D017418:Meta-Analysis; D000078182:Systematic Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
35294252	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	True	False
35294322	D016428:Journal Article					False	False	False
35294604	D016428:Journal Article					False	False	False
35294845	D016428:Journal Article; D016454:Review					False	False	False
35294901	D016428:Journal Article	K99 AG057808	AG	United States	NIA NIH HHS	True	False	False
35295329	D016428:Journal Article					False	False	False
35295746	D002363:Case Reports					False	False	False
35296219	D016428:Journal Article					False	False	False
35296227	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35297486	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35298837	D016428:Journal Article					False	False	False
35298931	D016428:Journal Article					False	False	False
35298974	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
35299002	D016428:Journal Article					False	False	False
35299123	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
35299618	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35300530	D016428:Journal Article					False	False	False
35300893	D016425:Published Erratum					False	False	False
35300971	D016428:Journal Article					False	False	False
35301029	D016428:Journal Article					False	False	False
35301086	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35301122	D016428:Journal Article; D013486:Research Support, U.S. Gov't, Non-P.H.S.; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 NS117585	NS	United States	NINDS NIH HHS	True	True	False
35301221	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	R01 MH084989	MH	United States	NIMH NIH HHS	True	False	False
35301424	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	436986		Canada	CIHR	False	True	False
35301732	D016428:Journal Article	P20 GM130456	GM	United States	NIGMS NIH HHS	True	False	False
35302162	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	FC001095	WT_	United Kingdom	Wellcome Trust	False	True	False
35302237	D002363:Case Reports					False	False	False
35303492	D016428:Journal Article					False	False	False
35303656	D016428:Journal Article					False	False	False
35303908	D016428:Journal Article; D016454:Review					False	False	False
35304047	D016428:Journal Article; D016454:Review	MR/S007091/1	MRC_	United Kingdom	Medical Research Council	False	True	False
35304125	D016428:Journal Article					False	False	False
35304189	D016428:Journal Article; D016448:Multicenter Study					False	False	False
35304204	D016428:Journal Article					False	False	False
35304316	D016428:Journal Article					False	False	False
35304611	D016428:Journal Article; D016448:Multicenter Study					False	False	False
35304629	D016428:Journal Article					False	False	False
35304678	D016428:Journal Article					False	False	False
35304684	D016428:Journal Article					False	False	False
35304761	D016428:Journal Article					False	False	False
35304834	D016428:Journal Article					False	False	False
35305254	D016428:Journal Article					False	False	False
35305420	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35305434	D016428:Journal Article					False	False	False
35305519	D016428:Journal Article					False	False	False
35305523	D016428:Journal Article					False	False	False
35305881	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
35305900	D016428:Journal Article; D064888:Observational Study					False	False	False
35306032	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
35306078	D016428:Journal Article					False	False	False
35306281	D016428:Journal Article; D016454:Review					False	False	False
35306368	D016428:Journal Article					False	False	False
35306393	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35306427	D016428:Journal Article	P20 GM103447	GM	United States	NIGMS NIH HHS	True	False	False
35306443	D016428:Journal Article; D064888:Observational Study					False	False	True
35306933	D016428:Journal Article					False	False	False
35307038	D016422:Letter					False	False	True
35307304	D016428:Journal Article					False	False	False
35307331	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35307511	D016428:Journal Article					False	False	False
35307513	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D052061:Research Support, N.I.H., Extramural; D013486:Research Support, U.S. Gov't, Non-P.H.S.	P30 NS048154	NS	United States	NINDS NIH HHS	True	True	False
35307565	D016428:Journal Article					False	False	False
35307817	D016422:Letter; D016420:Comment					False	False	False
35307844	D016422:Letter					False	False	False
35308560	D016428:Journal Article					False	False	False
35308575	D016428:Journal Article; D016454:Review					False	False	False
35308589	D002363:Case Reports					False	False	False
35309857	D016428:Journal Article					False	False	True
35309989	D016428:Journal Article					False	False	False
35310080	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35310349	D016428:Journal Article					False	False	False
35310360	D016428:Journal Article					False	False	False
35310386	D016428:Journal Article					False	False	False
35311034	D016428:Journal Article					False	False	False
35311304	D016428:Journal Article					False	False	False
35311312	D016428:Journal Article		DA	United States	NIDA NIH HHS	True	False	False
35311314	D016428:Journal Article					False	False	False
35311469	D016428:Journal Article					False	False	False
35311520	D016428:Journal Article					False	False	False
35311524	D016428:Journal Article; D016449:Randomized Controlled Trial; D052061:Research Support, N.I.H., Extramural	K23 NS085049	NS	United States	NINDS NIH HHS	True	False	False
35311542	D016428:Journal Article					False	False	False
35311740	D016428:Journal Article					False	False	False
35311902	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R21 AI116186	AI	United States	NIAID NIH HHS	True	True	False
35312194	D016428:Journal Article					False	False	False
35312860	D016428:Journal Article					False	False	False
35312887	D016422:Letter					False	False	False
35313126	D016428:Journal Article					False	False	False
35313204	D016428:Journal Article					False	False	False
35313471	D002363:Case Reports					False	False	False
35313473	D002363:Case Reports					False	False	False
35313556	D016428:Journal Article					False	False	False
35313700	D016428:Journal Article; D016454:Review					False	False	True
35313908	D002363:Case Reports; D016428:Journal Article					False	False	False
35314238	D016428:Journal Article					False	False	False
35314252	D016428:Journal Article					False	False	False
35314292	D016428:Journal Article					False	False	False
35314320	D016428:Journal Article; D013486:Research Support, U.S. Gov't, Non-P.H.S.; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	F31 NS103363	NS	United States	NINDS NIH HHS	True	True	False
35314350	D016421:Editorial; D013486:Research Support, U.S. Gov't, Non-P.H.S.; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't					True	True	False
35314493	D016428:Journal Article; D016454:Review					False	False	False
35314880	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
35314906	D016428:Journal Article					False	False	False
35314925	D016428:Journal Article; D016454:Review					False	False	False
35315084	D016428:Journal Article					False	False	False
35315086	D016428:Journal Article					False	False	False
35315098	D016428:Journal Article; D016454:Review					False	False	True
35315100	D016428:Journal Article					False	False	True
35315553	D016428:Journal Article	HL137193	NH	United States	NIH HHS	True	False	False
35315601	D003160:Comparative Study; D016428:Journal Article					False	False	False
35315683	D016428:Journal Article	F32 AI152296	AI	United States	NIAID NIH HHS	True	False	True
35315693	D016428:Journal Article					False	False	False
35316145	D016428:Journal Article					False	False	False
35316152	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35316212	D016428:Journal Article					False	False	False
35316214	D016428:Journal Article	T32 DK007169	DK	United States	NIDDK NIH HHS	True	False	False
35316545	D016428:Journal Article					False	False	False
35317263	D016428:Journal Article					False	False	True
35317736	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
35317845	D016428:Journal Article; D016454:Review					False	False	False
35318034	D016428:Journal Article					False	False	False
35318036	D016428:Journal Article					False	False	False
35318050	D016428:Journal Article	HHSN268200900019C	HL	United States	NHLBI NIH HHS	True	False	False
35318052	D016428:Journal Article					False	False	False
35318057	D016428:Journal Article; D016454:Review					False	False	True
35318085	D016428:Journal Article					False	False	False
35318352	D016428:Journal Article					False	False	False
35318698	D016422:Letter					False	False	False
35318778	D016428:Journal Article					False	False	False
35318921	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35319286	D016428:Journal Article	S10 OD012351	CD	United States	ODCDC CDC HHS	True	False	False
35319903	D016428:Journal Article	R01 HL136149	HL	United States	NHLBI NIH HHS	True	False	False
35320064	D016428:Journal Article					False	False	True
35320153	D016428:Journal Article					False	False	False
35320461	D016428:Journal Article					False	False	False
35320633	D016428:Journal Article					False	False	False
35320735	D016428:Journal Article					False	False	False
35321248	D002363:Case Reports					False	False	False
35321596	D016422:Letter; D016420:Comment					False	False	False
35321835	D016428:Journal Article					False	False	False
35322654	D016428:Journal Article					False	False	False
35322729	D016428:Journal Article					False	False	True
35322901	D016428:Journal Article					False	False	False
35322906	D016428:Journal Article					False	False	False
35322916	D016428:Journal Article					False	False	False
35322991	D016428:Journal Article; D064888:Observational Study					False	False	False
35323021	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	R01 AI049424	AI	United States	NIAID NIH HHS	True	False	False
35323561	D016428:Journal Article					False	False	False
35325317	D016422:Letter					False	False	False
35325443	D016428:Journal Article					False	False	False
35325614	D016428:Journal Article	R01 NS114065	NS	United States	NINDS NIH HHS	True	False	False
35325678	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
35325722	D016428:Journal Article					False	False	False
35325820	D016428:Journal Article					False	False	False
35325849	D016428:Journal Article					False	False	False
35327112	D016428:Journal Article					False	False	False
35327181	D016428:Journal Article					False	False	False
