pmid,query,search_type,page,LastAuthFirstName,LastAuthLastName,FirstAuthLastName,FirstAuthFirstName,gender_last_author,p_last_author_female,p_last_author_male,gender_first_author,p_first_author_female,p_first_author_male,firstauthor_percent_white,firstauthor_percent_black,firstauthor_percent_asian,firstauthor_percent_american_indian_alaskan_native,firstauthor_percent_multi_race,firstauthor_percent_hispanic,lastauthor_percent_white,lastauthor_percent_black,lastauthor_percent_asian,lastauthor_percent_american_indian_alaskan_native,lastauthor_percent_multi_race,lastauthor_percent_hispanic
32886172,Urinary Catheters,relevance,2,Yan,Lin,Xie,Nansha,male,0.25,0.75,male,0,1,1.02,(S),97.63,(S),0.85,0.23,2.29,0.13,95.13,0.03,2.02,0.4
31478395,Urinary Catheters,relevance,2,Mayar Al,Mohajer,Majeed,Aneela,female,0.86,0.14,female,0.91,0.09,13.28,25.25,46.65,0.99,12.07,1.76,89.09,(S),4.24,0,4.85,(S)
34846837,Urinary Catheters,relevance,2,Kaiyang,Lim,Lin,Esther Marie JieRong,male,0.29,0.71,,,,2.29,0.13,95.13,0.03,2.02,0.4,3.19,0.3,91.51,0.11,3.6,1.3
32520937,Urinary Catheters,relevance,2,Xuan,Long,Sun,Yan,male,0.42,0.58,male,0.25,0.75,2.78,0.18,93.46,0.33,2.5,0.76,82.35,11.75,1.78,1.21,1.44,1.47
35368979,Urinary Catheters,pubdate_desc,1,Santosh,Potdar,Hobday,Amy,male,0.02,0.98,female,0.97,0.03,94.12,3.14,0,0,1.18,1.57,,,,,,
35234172,Urinary Catheters,pubdate_desc,1,Heather,Demaree,Frist Avila,Patricia,female,0.98,0.02,female,0.98,0.02,,,,,,,93.34,1.74,0.46,0.69,1.45,2.31
35346532,Urinary Catheters,pubdate_desc,1,Ali,Pourmand,Sullivan,Natalie,male,0.05,0.95,female,0.98,0.02,89.45,6.78,0.46,0.52,1.16,1.63,,,,,,
35339346,Urinary Catheters,pubdate_desc,1,Li,Li,Lei,Lu,female,0.63,0.37,female,0.57,0.43,7.03,2.25,87.93,0.27,1.83,0.67,1.28,0.12,96.44,0.01,1.4,0.75
35272045,Urinary Catheters,pubdate_desc,1,Fatemeh,Safari,Shokouhfard,Maliheh,female,0.98,0.02,female,0.97,0.03,,,,,,,66.53,12.97,(S),(S),15.06,4.6
35247153,Urinary Catheters,pubdate_desc,1,Dipankar,Bhattacharyay,Chakrabarty,Susmita,male,0.01,0.99,female,0.98,0.02,3.9,(S),87.66,0,7.79,(S),,,,,,
35218404,Urinary Catheters,pubdate_desc,1,Hui,Li,Li,Shuying,female,0.71,0.29,female,1,0,1.28,0.12,96.44,0.01,1.4,0.75,1.28,0.12,96.44,0.01,1.4,0.75
32567434,Urinary Catheters,pubdate_desc,1,O,Goje,Akusoba,C,male,0.29,0.71,male,0.33,0.67,,,,,,,,,,,,
35604028,Urinary Catheters,pubdate_desc,1,Xuewei,Wang,Brady,Brock,male,0.37,0.63,male,0.02,0.98,89.02,6.56,0.46,0.86,1.24,1.86,3.25,0.19,94.47,0.03,1.73,0.33
35578174,Urinary Catheters,pubdate_desc,1,Chia-Ming,Chang,Hu,Fang-Wen,male,0,1,female,1,0,1.72,(S),95.51,(S),1.61,0.9,2.28,0.94,90.13,0.02,3.69,2.94
35559693,Urinary Catheters,pubdate_desc,2,Xuan,Zhou,Zhao,Tao,male,0.42,0.58,male,0.14,0.86,0.49,0.1,98.38,0,0.87,0.15,0.59,0.22,97.96,0.06,0.96,0.22
35549857,Urinary Catheters,pubdate_desc,2,Shobana,Sugumar,Majumdar,Rikhia,female,0.98,0.02,female,1,0,2.12,(S),90.98,(S),3.71,2.39,,,,,,
35545807,Urinary Catheters,pubdate_desc,2,Jordan,Weinberg,Rieger,Rebecca,male,0.03,0.97,female,0.98,0.02,96.72,0.17,0.52,0.21,1.08,1.29,96.58,0.31,0.56,0.07,1.17,1.31
35510815,Urinary Catheters,pubdate_desc,2,Jochanan,Benbassat,Shimoni,Zvi,male,0.11,0.89,male,0.03,0.97,,,,,,,,,,,,
35537002,Urinary Catheters,pubdate_desc,2,Kathleen,Burns,Wood,Laura,female,0.98,0.02,female,0.98,0.02,90.06,5.61,0.51,0.82,1.4,1.6,82.18,13.63,0.45,0.71,1.45,1.59
35494424,Urinary Catheters,pubdate_desc,2,Katja,Gist,Hasson,Denise,female,0.97,0.03,female,0.98,0.02,90.81,3.81,(S),(S),2.45,1.84,50.15,44.22,0.38,1.11,2.4,1.75
35437959,Urinary Catheters,pubdate_desc,2,Ja Hyeon,Ku,Tae,Bum Sik,male,0.41,0.59,,,,5.7,(S),88.92,0,4.43,(S),3.49,0.21,88.02,0,3.06,5.22
35412089,Urinary Catheters,pubdate_desc,2,Günther,Maderbacher,Greimel,Felix,male,0,1,male,0.02,0.98,,,,,,,,,,,,
35315553,Urinary Catheters,pubdate_desc,2,Richard,Kaner,McVerry,Brian,male,0.01,0.99,male,0.01,0.99,93.44,0,(S),0,(S),(S),96.92,(S),(S),(S),1.54,(S)
35298974,Urinary Catheters,pubdate_desc,2,Yenna,Salamonson,Alex,Joby,female,0.95,0.05,male,0.16,0.84,58.92,21.49,9.32,3.01,2.39,4.87,,,,,,
383348,Intrauterine Devices,relevance,1,R,Mishell,Mishell,R,male,0.23,0.77,male,0.35,0.65,,,,,,,,,,,,
21881508,Intrauterine Devices,relevance,1,Ann,Davis,Davis,Ann,female,0.97,0.03,female,0.97,0.03,64.73,30.77,0.4,0.79,1.73,1.58,64.73,30.77,0.4,0.79,1.73,1.58
18400840,Intrauterine Devices,relevance,1,,,,,,,,,,,,,,,,,,,,,,
8324602,Intrauterine Devices,relevance,1,R,Bromham,Bromham,R,male,0.23,0.77,male,0.35,0.65,,,,,,,,,,,,
24679478,Intrauterine Devices,relevance,1,Sarah,Pickle,Wu,Justine,female,0.98,0.02,female,0.95,0.05,1.32,0.19,95.94,0.02,2,0.52,95.16,1.69,0.17,0.52,1,1.46
35576353,Intrauterine Devices,relevance,1,Rachel,Reynolds,Pakey,Julia,female,0.98,0.02,female,0.97,0.03,,,,,,,83.28,12.5,0.42,0.61,1.55,1.65
25315545,Intrauterine Devices,relevance,1,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
34752267,Intrauterine Devices,relevance,1,Loren,Colson,Long,Stephanie,male,0.39,0.61,female,0.98,0.02,82.35,11.75,1.78,1.21,1.44,1.47,79.06,17.29,0.47,0.52,1.28,1.38
30300364,Intrauterine Devices,relevance,1,Andreas,Gutzeit,Bussmann,Simon,male,0.01,0.99,male,0.02,0.98,99.66,0,0,0,(S),(S),97.32,0,(S),0,(S),(S)
8323811,Intrauterine Devices,relevance,1,S,Rowlands,Rowlands,S,male,0.32,0.68,male,0.32,0.68,95.7,0.38,0.85,0.33,1.09,1.65,95.7,0.38,0.85,0.33,1.09,1.65
23535056,Intrauterine Devices,relevance,2,Paula Adams,Hillard,Hillard,Paula Adams,female,0.98,0.02,,,,70.02,27.02,0.29,0.14,1.46,1.08,70.02,27.02,0.29,0.14,1.46,1.08
17531613,Intrauterine Devices,relevance,2,Xiao,Bilian,Bilian,Xiao,female,0.56,0.44,female,0.56,0.44,,,,,,,,,,,,
9807692,Intrauterine Devices,relevance,2,R,Mishell,Mishell,R,male,0.23,0.77,male,0.35,0.65,,,,,,,,,,,,
10202746,Intrauterine Devices,relevance,2,G,Raymond,Fortney,A,male,0.37,0.63,male,0.32,0.68,93.11,3.08,0.43,0.74,0.89,1.74,82.76,11.12,0.79,0.88,2.08,2.38
20230337,Intrauterine Devices,relevance,2,István,Batár,Sivin,Irving,male,0.01,0.99,male,0.02,0.98,,,,,,,,,,,,
20556754,Intrauterine Devices,relevance,2,Nancy,Stanwood,Grimes,David,female,0.98,0.02,male,0.01,0.99,77.42,18.51,0.3,0.56,1.6,1.61,92.97,1.83,0.92,1.07,1.68,1.53
32201097,Intrauterine Devices,relevance,2,Britt,Lunde,Gonzalez,Julie,female,0.94,0.06,female,0.98,0.02,4.76,0.37,0.38,0.18,0.33,93.99,96.94,0.18,0.56,0.53,0.91,0.88
15157788,Intrauterine Devices,relevance,2,Diana,Cheng,Hubacher,David,female,0.98,0.02,male,0.01,0.99,98.34,(S),0,0,0,(S),1.46,0.21,95.08,0.03,2.43,0.79
17484191,Intrauterine Devices,relevance,2,István,Batár,Batár,István,male,0.01,0.99,male,0.01,0.99,,,,,,,,,,,,
33478528,Intrauterine Devices,relevance,2,Pauline,Jolly,Franklin,Sarah,female,0.98,0.02,female,0.98,0.02,57.22,37.78,0.45,0.87,1.96,1.71,78,17.2,1.77,0.61,1.16,1.26
35366162,Intrauterine Devices,pubdate_desc,1,Eero,Pukkala,Katuwal,Sushmita,male,0.01,0.99,female,0.94,0.06,,,,,,,,,,,,
35283082,Intrauterine Devices,pubdate_desc,1,Sarah,Heil,Melbostad,Heidi,female,0.98,0.02,female,0.97,0.03,,,,,,,96.28,1.03,0.57,0.16,0.86,1.09
34870546,Intrauterine Devices,pubdate_desc,1,Luis,Bahamondes,Laporte,Montas,male,0.01,0.99,male,0.06,0.94,87.92,3.21,0.54,0.59,1.16,6.59,24.51,(S),0,0,(S),74.51
34580900,Intrauterine Devices,pubdate_desc,1,Nathan,Fox,Connolly,Courtney,male,0.01,0.99,female,0.79,0.21,96.32,0.5,0.56,0.33,1.02,1.28,89.82,5.68,0.55,1.03,1.39,1.54
35522320,Intrauterine Devices,pubdate_desc,1,Lisa,Hofler,Averbach,Sarah,female,0.98,0.02,female,0.98,0.02,94.84,(S),0,0,3.23,(S),66.19,30.94,(S),0,(S),2.4
35600700,Intrauterine Devices,pubdate_desc,1,Mariam,Mirambo,Masatu,Emmanuel,female,0.98,0.02,male,0.01,0.99,,,,,,,,,,,,
35570281,Intrauterine Devices,pubdate_desc,1,Kate,Rademacher,Brunie,Aurélie,female,0.98,0.02,female,0.98,0.02,84.96,7.96,(S),0,5.31,(S),97.5,(S),0.36,(S),0.92,0.92
35524784,Intrauterine Devices,pubdate_desc,1,Christiane Katharina,Kuhl,Huck,Luisa Charlotte,female,0.98,0.02,,,,95.58,0.85,0.61,0.41,0.91,1.63,97.33,0.09,0.34,0.23,0.92,1.1
35527673,Intrauterine Devices,pubdate_desc,1,Amal,Khoury,Manalew,Samuel,female,0.95,0.05,male,0.01,0.99,,,,,,,87.94,(S),0.89,(S),7.8,2.83
35501412,Intrauterine Devices,pubdate_desc,1,Liang,Zhao,Sharan,Satish,male,0.21,0.79,male,0.01,0.99,26.21,(S),65.53,0,7.77,(S),0.49,0.1,98.38,0,0.87,0.15
35576353,Intrauterine Devices,pubdate_desc,2,Rachel,Reynolds,Pakey,Julia,female,0.98,0.02,female,0.97,0.03,,,,,,,83.28,12.5,0.42,0.61,1.55,1.65
35470331,Intrauterine Devices,pubdate_desc,2,Elizabeth,Heavey,Bach,Susan,female,0.99,0.01,female,0.98,0.02,87.16,0.28,7.92,0.4,1.21,3.03,96.59,(S),(S),0,1.52,1.39
35392458,Intrauterine Devices,pubdate_desc,2,Jessica,Castilho,Bhatta,Manasa,female,0.98,0.02,female,0.84,0.16,,,,,,,,,,,,
35378212,Intrauterine Devices,pubdate_desc,2,Sarika,Wairkar,Gupta,Deepak Ramazor,female,0.98,0.02,,,,3.99,0.29,90.35,0.16,4.79,0.41,,,,,,
34801445,Intrauterine Devices,pubdate_desc,2,Kate,Shaw,Fitzgerald,Alison,female,0.98,0.02,female,0.98,0.02,88.03,8.44,0.49,0.32,1.28,1.43,74.67,20.23,1.24,0.73,1.65,1.48
33560155,Intrauterine Devices,pubdate_desc,2,Jessica,Sanders,Higgins,Jenny,female,0.98,0.02,female,0.98,0.02,85.92,10.27,0.41,0.51,1.37,1.52,63.44,31.9,0.33,0.85,1.73,1.76
35484530,Intrauterine Devices,pubdate_desc,2,Alaa,Abdel-Azim,Abdel-Ghany,Ahmed,male,0.12,0.88,male,0.02,0.98,,,,,,,,,,,,
35525160,Intrauterine Devices,pubdate_desc,2,Brit,Long,Bridwell,Rachel,female,0.8,0.2,female,0.98,0.02,92.09,3.74,0.3,0.94,1.61,1.31,82.35,11.75,1.78,1.21,1.44,1.47
35490481,Intrauterine Devices,pubdate_desc,2,Muhammad Azam,Ismail,Hepplewhite,Jessica,male,0.01,0.99,female,0.98,0.02,,,,,,,40.79,12.98,23.95,0.19,19.63,2.46
35467049,Intrauterine Devices,pubdate_desc,2,Martim,Kaps,Aurich,Christine,male,0.02,0.98,female,0.99,0.01,81.48,(S),(S),0,(S),17.49,97.47,(S),(S),0,(S),(S)
3552490,Dental Articulators,relevance,1,Y,Wang,Han,K,male,0.26,0.74,male,0.34,0.66,5.79,0.5,90.59,0.06,2.14,0.93,3.25,0.19,94.47,0.03,1.73,0.33
16903434,Dental Articulators,relevance,1,Ronald,Presswood,Presswood,Ronald,male,0.01,0.99,male,0.01,0.99,69.4,26.62,(S),(S),1.73,1.64,69.4,26.62,(S),(S),1.73,1.64
22157663,Dental Articulators,relevance,1,María,Peñarrocha-Diago,Maestre-Ferrín,Laura,female,0.99,0.01,female,0.98,0.02,,,,,,,,,,,,
22554739,Dental Articulators,relevance,1,Frank,Petrick,Petrick,Frank,male,0.26,0.74,male,0.01,0.99,96.94,0.21,0.73,0.21,0.8,1.11,96.94,0.21,0.73,0.21,0.8,1.11
17038011,Dental Articulators,relevance,1,L,Craddock,Hindle,R,male,0.24,0.76,male,0.35,0.65,96.35,0.82,(S),(S),1,1,78.99,17.39,0.4,0.45,1.69,1.07
27197370,Dental Articulators,relevance,1,,Quinlan Paul,Quinlan Paul,,,,,,,,,,,,,,,,,,,
14782974,Dental Articulators,relevance,1,G,BERGSTROM,BERGSTROM,G,male,0.26,0.74,male,0.26,0.74,96.77,0.11,0.45,0.29,1.13,1.25,96.77,0.11,0.45,0.29,1.13,1.25
7001579,Dental Articulators,relevance,1,F,Lopez Lozano,Lopez Lozano,F,male,0.14,0.86,male,0.23,0.77,,,,,,,,,,,,
276502,Dental Articulators,relevance,1,M,Chouraqui,Chouraqui,M,female,0.6,0.4,female,0.6,0.4,,,,,,,,,,,,
20251499,Dental Articulators,relevance,1,A,CROCKER,CROCKER,A,male,0.32,0.68,male,0.32,0.68,88.56,7.93,0.42,0.62,1.13,1.33,88.56,7.93,0.42,0.62,1.13,1.33
6928204,Dental Articulators,relevance,2,A,Rihani,Rihani,A,male,0.32,0.68,male,0.32,0.68,80.79,(S),(S),0,15.72,2.18,80.79,(S),(S),0,15.72,2.18
32220398,Dental Articulators,relevance,2,Kwantae,Noh,Hong,Seoung-Jin,male,0,1,male,0,1,7.26,1.02,88.05,0.17,2.6,0.9,6.66,(S),87.11,(S),1.68,4.06
18604127,Dental Articulators,relevance,2,S,Dixit,Joshi,R,male,0.32,0.68,male,0.35,0.65,4.58,0.38,88.63,0.2,5.55,0.66,3.01,(S),91.57,(S),4.67,(S)
13090831,Dental Articulators,relevance,2,F,ACKERMANN,ACKERMANN,F,male,0.23,0.77,male,0.23,0.77,95.63,(S),1.28,(S),0.93,1.72,95.63,(S),1.28,(S),0.93,1.72
86463,Dental Articulators,relevance,2,V,Celenza,Celenza,V,male,0.23,0.77,female,0.77,0.23,97.86,(S),(S),0,(S),(S),97.86,(S),(S),0,(S),(S)
26855195,Dental Articulators,relevance,2,Edgar,Starcke,Engelmeier,Robert,male,0.01,0.99,male,0.01,0.99,98.54,0,0,0,(S),(S),,,,,,
21000148,Dental Articulators,relevance,2,A,CROCKER,CROCKER,A,male,0.32,0.68,male,0.32,0.68,88.56,7.93,0.42,0.62,1.13,1.33,88.56,7.93,0.42,0.62,1.13,1.33
3867890,Dental Articulators,relevance,2,S,Hasegawa,Hasegawa,S,male,0.32,0.68,male,0.32,0.68,5.01,(S),84.63,(S),8.03,1.69,5.01,(S),84.63,(S),8.03,1.69
22356243,Dental Articulators,relevance,2,Robert,Engelmeier,Starcke,Edgar,male,0.01,0.99,male,0.01,0.99,,,,,,,98.54,0,0,0,(S),(S)
27883359,Dental Articulators,relevance,2,Robert,Engelmeier,Phoenix,Rodney,male,0.01,0.99,male,0.01,0.99,53.29,37.66,0.46,3.52,2.68,2.39,98.54,0,0,0,(S),(S)
34196456,Dental Articulators,pubdate_desc,1,Lei,Zhang,He,Mingzhu,female,0.51,0.49,female,0.5,0.5,2.38,(S),95.47,(S),1.02,0.72,0.61,0.09,98.16,0.02,0.96,0.16
35322654,Dental Articulators,pubdate_desc,1,Hany Mohamed Ali,Ahmed,Buzayan,Muaiyed Mahmoud,male,0.09,0.91,,,,,,,,,,13.68,12.48,56.29,0.26,15.72,1.57
34605582,Dental Articulators,pubdate_desc,1,Jean,Martin,Kois,John,male,0.05,0.95,male,0.01,0.99,96.52,0,(S),0,(S),2.14,77.47,15.3,0.71,0.94,1.59,3.99
33317830,Dental Articulators,pubdate_desc,1,Junying,Li,Lepidi,Luca,female,0.73,0.27,male,0.04,0.96,,,,,,,1.28,0.12,96.44,0.01,1.4,0.75
35161879,Dental Articulators,pubdate_desc,1,Jonathan,Balch-Tomes,Wrench,Alan,male,0.01,0.99,male,0.01,0.99,86.27,10.87,(S),(S),0.86,1.29,,,,,,
35032565,Dental Articulators,pubdate_desc,1,Serkan,Erdoğan,Iwasaki,Shin-Ichi,male,0.03,0.97,male,0.04,0.96,4.94,0,85.49,0,7.47,2.1,,,,,,
33250197,Dental Articulators,pubdate_desc,1,Young-Jun,Lim,Lee,Wonsup,male,0,1,male,0,1,40.09,17.41,37.83,1.03,2.3,1.34,3.19,0.3,91.51,0.11,3.6,1.3
35094677,Dental Articulators,pubdate_desc,1,Florian,Kernen,Flügge,Tabea,male,0.01,0.99,female,0.95,0.05,,,,,,,95.01,1.38,(S),(S),1.2,1.2
35097107,Dental Articulators,pubdate_desc,1,Izabela,Szarmach,Radej,Ilona,female,0.98,0.02,female,0.99,0.01,,,,,,,97.04,0,0,(S),(S),(S)
35049609,Dental Articulators,pubdate_desc,1,Sang,Lee,Lee,Jason,male,0.12,0.88,male,0.01,0.99,40.09,17.41,37.83,1.03,2.3,1.34,40.09,17.41,37.83,1.03,2.3,1.34
34170604,Dental Articulators,pubdate_desc,2,Quan,Yuan,Yang,Shengtao,male,0.13,0.87,male,0,1,0.95,0.13,95.03,0.04,3.49,0.35,1.37,0.33,95.85,0.11,1.91,0.43
34235911,Dental Articulators,pubdate_desc,2,Elodie,Ehrmann,Bapelle,Mathilde,female,0.98,0.02,female,0.96,0.04,,,,,,,96.32,(S),(S),0,1.23,1.69
34218536,Dental Articulators,pubdate_desc,2,A,Keeling,Osnes,C,male,0.32,0.68,male,0.33,0.67,98.47,(S),0,0,0,(S),85.25,10.48,0.28,1.01,1.56,1.42
34732188,Dental Articulators,pubdate_desc,2,Baolin,Fan,Wu,Yujia,male,0.06,0.94,female,0.7,0.3,1.32,0.19,95.94,0.02,2,0.52,4.63,0.51,92.53,(S),1.86,(S)
34756772,Dental Articulators,pubdate_desc,2,Tim,Joda,Li,Junying,male,0.01,0.99,female,0.73,0.27,1.28,0.12,96.44,0.01,1.4,0.75,,,,,,
34810368,Dental Articulators,pubdate_desc,2,Syeda,Ayesha,Keerthana,R,female,0.97,0.03,male,0.35,0.65,,,,,,,,,,,,
34657010,Dental Articulators,pubdate_desc,2,R,A Khan,Aldhuwayhi,S,male,0.32,0.68,male,0.32,0.68,,,,,,,,,,,,
34109701,Dental Articulators,pubdate_desc,2,Jianguo,Tan,Sun,Ao,male,0,1,male,0.45,0.55,2.78,0.18,93.46,0.33,2.5,0.76,3.93,0.26,91.3,0.14,3.22,1.15
33534324,Dental Articulators,pubdate_desc,2,Kyungmin Clara,Lee,Biao,Yan,male,0.41,0.59,male,0.25,0.75,,,,,,,40.09,17.41,37.83,1.03,2.3,1.34
31433268,Dental Articulators,pubdate_desc,2,César,Bataglion,Almeida,Marina De Godoy,,,,,,,58.44,2.35,2.53,0.19,7.53,28.96,,,,,,
26926198,Rubber Dams,relevance,1,Hao,Liu,Zou,Huiru,male,0.11,0.89,female,1,0,1.14,0.54,96.91,0,1.14,0.27,1.83,0.15,95.46,0.04,2.06,0.46
28338026,Rubber Dams,relevance,1,Susan,Carson,Keys,William,female,0.98,0.02,male,0.01,0.99,51.92,42.84,0.28,0.95,2.28,1.73,74.27,21.14,0.53,0.66,1.75,1.65
15789099,Rubber Dams,relevance,1,F,Devlin,Devlin,F,female,0.6,0.4,male,0.23,0.77,93.6,3.16,0.32,0.27,1.14,1.5,93.6,3.16,0.32,0.27,1.14,1.5
33998662,Rubber Dams,relevance,1,Yan,Wang,Miao,Cheng,male,0.25,0.75,male,0.26,0.74,0.95,(S),96.11,(S),1.8,0.76,3.25,0.19,94.47,0.03,1.73,0.33
33237226,Rubber Dams,relevance,1,Gustavo,Sivieri-Araujo,Seron,Marcelo Augusto,male,0.02,0.98,,,,35.61,5.3,(S),(S),(S),54.55,,,,,,
32811914,Rubber Dams,relevance,1,J,John,Scott,D,male,0.14,0.86,male,0.23,0.77,62.6,32.26,0.41,1.15,1.9,1.68,47,20.1,14.41,12.56,3.58,2.36
28513897,Rubber Dams,relevance,1,Jose Luis,Borgia,Borgia,Ernesto,male,0.02,0.98,male,0.01,0.99,92.4,(S),(S),0.7,1.9,4.2,92.4,(S),(S),0.7,1.9,4.2
33491403,Rubber Dams,relevance,1,Bart,Van Meerbeek,Peumans,Marleen,male,0.01,0.99,female,0.99,0.01,,,,,,,,,,,,
27126314,Rubber Dams,relevance,1,David,Oyster,Oyster,David,male,0.01,0.99,male,0.01,0.99,98,(S),(S),(S),(S),(S),98,(S),(S),(S),(S),(S)
32185210,Rubber Dams,relevance,1,Song,Yingying,Jingxian,Fang,male,0.31,0.69,female,0.71,0.29,,,,,,,,,,,,
21741008,Rubber Dams,relevance,2,Shue-Fen,Yang,Lin,Hui-Ching,,,,female,1,0,2.29,0.13,95.13,0.03,2.02,0.4,0.95,0.13,95.03,0.04,3.49,0.35
33512111,Rubber Dams,relevance,2,Bart,Van Meerbeek,Frankenberger,Roland,male,0.01,0.99,male,0.01,0.99,98.37,0,(S),(S),1.14,0,,,,,,
23729450,Rubber Dams,relevance,2,James,Kulild,Kulild,James,male,0.01,0.99,male,0.01,0.99,,,,,,,,,,,,
32603495,Rubber Dams,relevance,2,Luis Eduardo,Garrido,Abreu-Placeres,Ninoska,male,0.01,0.99,female,0.98,0.02,,,,,,,12.2,(S),9.14,(S),2.07,75.94
8294668,Rubber Dams,relevance,2,J,Christensen,Christensen,J,male,0.26,0.74,male,0.14,0.86,95.86,0.27,0.51,0.62,1.13,1.61,95.86,0.27,0.51,0.62,1.13,1.61
19825034,Rubber Dams,relevance,2,A,Ahmad,Ahmad,A,male,0.29,0.71,male,0.32,0.68,19.93,8.72,52.17,0.2,16.13,2.84,19.93,8.72,52.17,0.2,16.13,2.84
22439521,Rubber Dams,relevance,2,James,Boynton,Karaouzas,Litsa,male,0.01,0.99,female,0.98,0.02,,,,,,,84.68,11.78,0.34,0.79,1.34,1.07
27126315,Rubber Dams,relevance,2,Thomas,Buttke,Buttke,Thomas,male,0.01,0.99,male,0.01,0.99,98.92,(S),0,0,0.9,(S),98.92,(S),0,0,0.9,(S)
18820607,Rubber Dams,relevance,2,Chalfont,St Peter,Mackay,R,male,0,1,male,0.35,0.65,93.31,1.55,0.85,0.27,1.23,2.79,,,,,,
29649506,Rubber Dams,relevance,2,Juliano Pelim,Pessan,Dias,Ana Giselle Aguiar,male,0.02,0.98,,,,55.19,4.93,4.38,0.35,6.9,28.24,,,,,,
35523317,Rubber Dams,pubdate_desc,1,Devin,McClintock,Notarantonio,Adamo,male,0.06,0.94,male,0.03,0.97,,,,,,,93.11,3.55,0.4,0.2,1.26,1.48
35015149,Rubber Dams,pubdate_desc,1,Thomas,Kocher,Mksoud,Maria,male,0.01,0.99,female,0.98,0.02,,,,,,,95.73,0.34,1.37,0.27,0.88,1.41
35081439,Rubber Dams,pubdate_desc,1,Garrit,Koller,Zahran,Shatha,male,0.03,0.97,female,0.99,0.01,74.44,4.47,3.83,0,13.74,3.51,96.28,0.26,0.55,0.31,1.09,1.52
35279491,Rubber Dams,pubdate_desc,1,Xuyong,Li,Bao,Linlin,male,0,1,female,0.66,0.34,3.42,(S),88.83,(S),1.48,5.36,1.28,0.12,96.44,0.01,1.4,0.75
34599507,Rubber Dams,pubdate_desc,1,Kamilla,Pedersen,Kruse,Casper,female,0.98,0.02,male,0.05,0.95,96.42,0.14,0.76,0.29,0.98,1.4,95.65,0.25,0.58,0.65,1.37,1.5
34508907,Rubber Dams,pubdate_desc,1,Tomas,Menovsky,Verbraeken,Barbara,male,0.01,0.99,female,0.98,0.02,,,,,,,,,,,,
34352123,Rubber Dams,pubdate_desc,1,Francesco,Mannocci,Zahran,Shatha,male,0.01,0.99,female,0.99,0.01,74.44,4.47,3.83,0,13.74,3.51,,,,,,
34343591,Rubber Dams,pubdate_desc,1,Miira,Vehkalahti,Leinonen,Sini,female,0.83,0.17,female,0.81,0.19,98.68,0,0,(S),0,(S),,,,,,
34008328,Rubber Dams,pubdate_desc,1,Miguel,Roig,Henarejos-Domingo,Víctor,male,0.01,0.99,,,,,,,,,,40.16,(S),0.66,(S),0.41,58.27
33683465,Rubber Dams,pubdate_desc,1,Esra Uzer,Çelik,Hatirli,Hüseyin,female,0.96,0.04,male,0.08,0.92,,,,,,,,,,,,
34404646,Rubber Dams,pubdate_desc,2,Ajay,Logani,Kaur,Amandeep,male,0.01,0.99,male,0.17,0.83,0.84,0.16,89.33,0.46,8.88,0.33,,,,,,
34753849,Rubber Dams,pubdate_desc,2,Akimasa,Tsujimoto,Jurado,Carlos,male,0,1,male,0.01,0.99,6.17,0.25,2.75,0.34,0.35,90.15,7.62,(S),81.17,0,9.87,(S)
34630830,Rubber Dams,pubdate_desc,2,Deborah Mojirade,Ajayi,Gbadebo,Shakeerah Olaide,female,0.99,0.01,,,,,,,,,,1.9,93.15,(S),(S),2.54,1.9
34447108,Rubber Dams,pubdate_desc,2,Rahul VinayChandra,Tiwari,Khatore,Sumit,male,0.01,0.99,male,0.01,0.99,,,,,,,5.67,4.23,74.42,0.56,14.13,1
33998662,Rubber Dams,pubdate_desc,2,Yan,Wang,Miao,Cheng,male,0.25,0.75,male,0.26,0.74,0.95,(S),96.11,(S),1.8,0.76,3.25,0.19,94.47,0.03,1.73,0.33
34050295,Rubber Dams,pubdate_desc,2,Samantha,Hamer,Patel,Shanon,female,0.98,0.02,female,0.79,0.21,1.55,0.26,91.37,0.41,5.84,0.57,77.35,19.18,0.41,0.35,1.36,1.33
33595848,Rubber Dams,pubdate_desc,2,Tomas,Linkevicius,Andrijauskas,Paulius,male,0.01,0.99,male,0,1,,,,,,,,,,,,
33960804,Rubber Dams,pubdate_desc,2,William,Brackett,Romero,Mario,male,0.01,0.99,male,0.01,0.99,10.44,0.46,1.34,0.95,0.66,86.13,85.24,9.55,0.48,1.35,1.58,1.81
33509030,Rubber Dams,pubdate_desc,2,S,Deacon,Virdi,K,male,0.32,0.68,male,0.34,0.66,4.15,(S),87.05,0,8.29,(S),90.89,3.99,0.59,2.04,1.39,1.11
33385534,Rubber Dams,pubdate_desc,2,Francisco Wilker Mustafa Gomes,Muniz,Favetti,Morgana,male,0.01,0.99,female,0.99,0.01,,,,,,,8.57,0.49,0.27,0.36,0.66,89.66
33243372,Endoscopes,relevance,1,Daniel,Lee,Ridge,Sarah,male,0.01,0.99,female,0.98,0.02,88.09,6.78,0.37,0.97,1.96,1.83,40.09,17.41,37.83,1.03,2.3,1.34
32698200,Endoscopes,relevance,1,Benjamin,Ernst,Becker,Sven,male,0.01,0.99,male,0.01,0.99,96.4,0.46,0.45,0.31,1.02,1.38,96.33,0.35,0.54,0.33,1.06,1.4
